"","TIME_PERIOD","Cna_produit","OBS_VALUE"
"458",1987-01-01,"Biens manufacturés",-0.00414476197845884
"459",1987-01-01,"Biens industriels",-0.0173045021691082
"460",1986-10-01,"Biens",-0.00691169414057009
"461",1986-10-01,"Biens manufacturés",0.00275304507141922
"462",1986-10-01,"Biens industriels",-0.00848209308975993
"463",1986-07-01,"Biens",-0.00655991305667471
"464",1986-07-01,"Biens manufacturés",0.004151347964224
"465",1986-07-01,"Biens industriels",-0.00887546445653078
"466",1986-04-01,"Biens",-0.0117908654445381
"467",1986-04-01,"Biens manufacturés",0.00191445764511739
"468",1986-04-01,"Biens industriels",-0.0136405107214614
"469",1986-01-01,"Biens",-0.0114102453329809
"470",1986-01-01,"Biens manufacturés",0.00892997819601226
"471",1986-01-01,"Biens industriels",-0.014571569429691
"472",1985-10-01,"Biens",-0.0195856776167388
"473",1985-10-01,"Biens manufacturés",0.00759158910005445
"474",1985-10-01,"Biens industriels",-0.023749643496072
"475",1985-07-01,"Biens",-0.0202707341935279
"476",1985-07-01,"Biens manufacturés",0.00634846860360099
"477",1985-07-01,"Biens industriels",-0.0222671744033126
"478",1985-04-01,"Biens",-0.0172931724749442
"479",1985-04-01,"Biens manufacturés",0.0144557594647607
"480",1985-04-01,"Biens industriels",-0.0203509149044791
"481",1985-01-01,"Biens",-0.027909431804436
"482",1985-01-01,"Biens manufacturés",0.0109361426042205
"483",1985-01-01,"Biens industriels",-0.0306640861255595
"484",1984-10-01,"Biens",-0.0221157885891942
"485",1984-10-01,"Biens manufacturés",0.0130241156205361
"486",1984-10-01,"Biens industriels",-0.0251911604066885
"487",1984-07-01,"Biens",-0.0114242753131642
"488",1984-07-01,"Biens manufacturés",0.0176310315199204
"489",1984-07-01,"Biens industriels",-0.0151325012436124
"490",1984-04-01,"Biens",-0.0188385758727964
"491",1984-04-01,"Biens manufacturés",0.0166724276990437
"492",1984-04-01,"Biens industriels",-0.0202788339670469
"493",1984-01-01,"Biens",-0.0256538084820617
"494",1984-01-01,"Biens manufacturés",0.0186157265939789
"495",1984-01-01,"Biens industriels",-0.026445592694471
"496",1983-10-01,"Biens",-0.0201901378018918
"497",1983-10-01,"Biens manufacturés",0.0138402074230566
"498",1983-10-01,"Biens industriels",-0.022350794641571
"499",1983-07-01,"Biens",-0.0175039405332139
"500",1983-07-01,"Biens manufacturés",0.015835730363265
"501",1983-07-01,"Biens industriels",-0.021061153395605
"502",1983-04-01,"Biens",-0.0244107000971131
"503",1983-04-01,"Biens manufacturés",0.00896088990906683
"504",1983-04-01,"Biens industriels",-0.0268006911425292
"505",1983-01-01,"Biens",-0.0383092347874554
"506",1983-01-01,"Biens manufacturés",-0.000952708088945346
"507",1983-01-01,"Biens industriels",-0.0397220944023539
"508",1982-10-01,"Biens",-0.0417279362617972
"509",1982-10-01,"Biens manufacturés",0.000541400422426009
"510",1982-10-01,"Biens industriels",-0.0430313076491191
"511",1982-07-01,"Biens",-0.045889036063962
"512",1982-07-01,"Biens manufacturés",-0.00406248719804454
"513",1982-07-01,"Biens industriels",-0.047466236976144
"514",1982-04-01,"Biens",-0.0419579446728296
"515",1982-04-01,"Biens manufacturés",-0.000737324624555692
"516",1982-04-01,"Biens industriels",-0.0425700632290645
"517",1982-01-01,"Biens",-0.0340503853675371
"518",1982-01-01,"Biens manufacturés",0.0116832508915219
"519",1982-01-01,"Biens industriels",-0.0352654434602554
"520",1981-10-01,"Biens",-0.0363641805339399
"521",1981-10-01,"Biens manufacturés",0.0124132048365857
"522",1981-10-01,"Biens industriels",-0.0375538728600503
"523",1981-07-01,"Biens",-0.0267428517902723
"524",1981-07-01,"Biens manufacturés",0.0186715999656542
"525",1981-07-01,"Biens industriels",-0.0294124534576025
"526",1981-04-01,"Biens",-0.0235239777644523
"527",1981-04-01,"Biens manufacturés",0.0237103544398165
"528",1981-04-01,"Biens industriels",-0.0254201578529407
"529",1981-01-01,"Biens",-0.0316072460490942
"530",1981-01-01,"Biens manufacturés",0.017604247799469
"531",1981-01-01,"Biens industriels",-0.0334916208135474
"532",1980-10-01,"Biens",-0.0351595570068591
"533",1980-10-01,"Biens manufacturés",0.013113564505261
"534",1980-10-01,"Biens industriels",-0.0361962024222948
"535",1980-07-01,"Biens",-0.0376903016633775
"536",1980-07-01,"Biens manufacturés",0.00862524668734142
"537",1980-07-01,"Biens industriels",-0.0389061178460671
"538",1980-04-01,"Biens",-0.0327185767600275
"539",1980-04-01,"Biens manufacturés",0.0117757889778615
"540",1980-04-01,"Biens industriels",-0.0335791151853328
"541",1980-01-01,"Biens",-0.0297900396519543
"542",1980-01-01,"Biens manufacturés",0.012629193867412
"543",1980-01-01,"Biens industriels",-0.0298829013715676
"544",1979-10-01,"Biens",-0.020346420769781
"545",1979-10-01,"Biens manufacturés",0.0186549131048348
"546",1979-10-01,"Biens industriels",-0.0199694562044501
"547",1979-07-01,"Biens",-0.0182594639899423
"548",1979-07-01,"Biens manufacturés",0.0210033725130211
"549",1979-07-01,"Biens industriels",-0.0165033625351719
"550",1979-04-01,"Biens",-0.0119704102219233
"551",1979-04-01,"Biens manufacturés",0.021012880864932
"552",1979-04-01,"Biens industriels",-0.012249754280689
"553",1979-01-01,"Biens",-0.00491737117124772
"554",1979-01-01,"Biens manufacturés",0.025277199541187
"555",1979-01-01,"Biens industriels",-0.00523599133353159
"556",1978-10-01,"Biens",-0.00545612549088629
"557",1978-10-01,"Biens manufacturés",0.0234195386493889
"558",1978-10-01,"Biens industriels",-0.00525812093678155
"559",1978-07-01,"Biens",-0.00269049132685496
"560",1978-07-01,"Biens manufacturés",0.0264167650531287
"561",1978-07-01,"Biens industriels",-0.00186177458904732
"562",1978-04-01,"Biens",-0.00888160222688778
"563",1978-04-01,"Biens manufacturés",0.0236606826920809
"564",1978-04-01,"Biens industriels",-0.00728928310254535
"565",1978-01-01,"Biens",-0.0127502763788232
"566",1978-01-01,"Biens manufacturés",0.0227613315317529
"567",1978-01-01,"Biens industriels",-0.00999877164967449
"568",1977-10-01,"Biens",-0.00891299400743382
"569",1977-10-01,"Biens manufacturés",0.027459607069711
"570",1977-10-01,"Biens industriels",-0.00723153556347822
"571",1977-07-01,"Biens",-0.0139332139799175
"572",1977-07-01,"Biens manufacturés",0.0251161101164993
"573",1977-07-01,"Biens industriels",-0.0103526115046314
"574",1977-04-01,"Biens",-0.0180027491225495
"575",1977-04-01,"Biens manufacturés",0.023220743864519
"576",1977-04-01,"Biens industriels",-0.0119440033096233
"577",1977-01-01,"Biens",-0.0220622578783966
"578",1977-01-01,"Biens manufacturés",0.0203588207819326
"579",1977-01-01,"Biens industriels",-0.0166909360661593
"580",1976-10-01,"Biens",-0.0276212744379965
"581",1976-10-01,"Biens manufacturés",0.0152543805284805
"582",1976-10-01,"Biens industriels",-0.0229308693447518
"583",1976-07-01,"Biens",-0.0282062454611474
"584",1976-07-01,"Biens manufacturés",0.0122004357298475
"585",1976-07-01,"Biens industriels",-0.0257225853304285
"586",1976-04-01,"Biens",-0.0188051431840766
"587",1976-04-01,"Biens manufacturés",0.0169381794091963
"588",1976-04-01,"Biens industriels",-0.0196633442741426
"589",1976-01-01,"Biens",-0.0156343577620173
"590",1976-01-01,"Biens manufacturés",0.0190228526398739
"591",1976-01-01,"Biens industriels",-0.0161859732072498
"592",1975-10-01,"Biens",-0.00790895693466514
"593",1975-10-01,"Biens manufacturés",0.0242017357131161
"594",1975-10-01,"Biens industriels",-0.00756508924185361
"595",1975-07-01,"Biens",-0.00206678073489302
"596",1975-07-01,"Biens manufacturés",0.028850226160023
"597",1975-07-01,"Biens industriels",-0.00186349082654289
"598",1975-04-01,"Biens",-0.00115038694833717
"599",1975-04-01,"Biens manufacturés",0.0310778777103814
"600",1975-04-01,"Biens industriels",-0.000958655790280973
"601",1975-01-01,"Biens",-0.00739592244083262
"602",1975-01-01,"Biens manufacturés",0.0290134017678928
"603",1975-01-01,"Biens industriels",-0.00425933846592529
"604",1974-10-01,"Biens",-0.0167734847097601
"605",1974-10-01,"Biens manufacturés",0.0233839956052005
"606",1974-10-01,"Biens industriels",-0.0172312763230178
"607",1974-07-01,"Biens",-0.0325639378942994
"608",1974-07-01,"Biens manufacturés",0.0119564806769672
"609",1974-07-01,"Biens industriels",-0.0329983755808243
"610",1974-04-01,"Biens",-0.0381973826625996
"611",1974-04-01,"Biens manufacturés",0.00354226114336318
"612",1974-04-01,"Biens industriels",-0.0385909672340844
"613",1974-01-01,"Biens",-0.0233152151702154
"614",1974-01-01,"Biens manufacturés",0.0062323756589971
"615",1974-01-01,"Biens industriels",-0.0269933385099514
"616",1973-10-01,"Biens",-0.000737059343806596
"617",1973-10-01,"Biens manufacturés",0.0155203638967275
"618",1973-10-01,"Biens industriels",-0.00296929621362086
"619",1973-07-01,"Biens",-0.00810559418877619
"620",1973-07-01,"Biens manufacturés",0.00684324755281924
"621",1973-07-01,"Biens industriels",-0.00910218363821588
"622",1973-04-01,"Biens",-0.008056882978969
"623",1973-04-01,"Biens manufacturés",0.00780294110857169
"624",1973-04-01,"Biens industriels",-0.00743357111526652
"625",1973-01-01,"Biens",-0.00833572179229961
"626",1973-01-01,"Biens manufacturés",0.00766695328174262
"627",1973-01-01,"Biens industriels",-0.00723703066781313
"628",1972-10-01,"Biens",-0.00878908667772524
"629",1972-10-01,"Biens manufacturés",0.00668465747319948
"630",1972-10-01,"Biens industriels",-0.00925948849991335
"631",1972-07-01,"Biens",-0.00484685461973761
"632",1972-07-01,"Biens manufacturés",0.00913543279112848
"633",1972-07-01,"Biens industriels",-0.00545588347247951
"634",1972-04-01,"Biens",-0.000708512648262832
"635",1972-04-01,"Biens manufacturés",0.0160333788180959
"636",1972-04-01,"Biens industriels",-0.000734753857457752
"637",1972-01-01,"Biens",-0.00381402594612017
"638",1972-01-01,"Biens manufacturés",0.0107974537347909
"639",1972-01-01,"Biens industriels",-0.00496897746501571
"640",1971-10-01,"Biens",-0.00971655423225341
"641",1971-10-01,"Biens manufacturés",0.00735681963299187
"642",1971-10-01,"Biens industriels",-0.00985536214985703
"643",1971-07-01,"Biens",-0.00101830113427432
"644",1971-07-01,"Biens manufacturés",0.0147370803043589
"645",1971-07-01,"Biens industriels",-0.000339433711424773
"646",1971-04-01,"Biens",-0.00467521842036058
"647",1971-04-01,"Biens manufacturés",0.0144639569879905
"648",1971-04-01,"Biens industriels",-0.00306811208836163
"649",1971-01-01,"Biens",0.000417648638167119
"650",1971-01-01,"Biens manufacturés",0.0182870439426031
"651",1971-01-01,"Biens industriels",0.00355001342442051
"652",1970-10-01,"Biens",-0.0104687789512692
"653",1970-10-01,"Biens manufacturés",0.00941881292075845
"654",1970-10-01,"Biens industriels",-0.00716447409054413
"655",1970-07-01,"Biens",-0.00720401908433126
"656",1970-07-01,"Biens manufacturés",0.0131441751714114
"657",1970-07-01,"Biens industriels",-0.00110588012259471
"658",1970-04-01,"Biens",-0.00801843916374497
"659",1970-04-01,"Biens manufacturés",0.00788858589793533
"660",1970-04-01,"Biens industriels",-0.00558369042981431
"661",1970-01-01,"Biens",-0.00501739363125502
"662",1970-01-01,"Biens manufacturés",0.0106034252073856
"663",1970-01-01,"Biens industriels",-0.00314423334225314
"664",1969-10-01,"Biens",-0.014442558791951
"665",1969-10-01,"Biens manufacturés",0.00242441034876875
"666",1969-10-01,"Biens industriels",-0.0106674055345825
"667",1969-07-01,"Biens",-0.018389662027833
"668",1969-07-01,"Biens manufacturés",-0.00571570576540755
"669",1969-07-01,"Biens industriels",-0.0179991479693269
"670",1969-04-01,"Biens",-0.0192678227360308
"671",1969-04-01,"Biens manufacturés",-0.00159959283091577
"672",1969-04-01,"Biens industriels",-0.0154142581888247
"673",1969-01-01,"Biens",-0.0106577231227874
"674",1969-01-01,"Biens manufacturés",0.00491894913359419
"675",1969-01-01,"Biens industriels",-0.00752748276504565
"676",1968-10-01,"Biens",-0.0136620481461413
"677",1968-10-01,"Biens manufacturés",0.00394767396857342
"678",1968-10-01,"Biens industriels",-0.0095982661196687
"679",1968-07-01,"Biens",0.000200080032012805
"680",1968-07-01,"Biens manufacturés",0.0144457783113245
"681",1968-07-01,"Biens industriels",0.000520208083233293
"682",1968-04-01,"Biens",-0.0281172511512575
"683",1968-04-01,"Biens manufacturés",-0.0101842012043925
"684",1968-04-01,"Biens industriels",-0.022493800921006
"685",1968-01-01,"Biens",0.00490175184348493
"686",1968-01-01,"Biens manufacturés",0.0225054345509569
"687",1968-01-01,"Biens industriels",0.00937726439623205
"688",1967-10-01,"Biens",-0.0036575155334244
"689",1967-10-01,"Biens manufacturés",0.0159520556999956
"690",1967-10-01,"Biens industriels",0.00180672454060724
"691",1967-07-01,"Biens",-0.00702222222222222
"692",1967-07-01,"Biens manufacturés",0.0128444444444444
"693",1967-07-01,"Biens industriels",-0.00128888888888889
"694",1967-04-01,"Biens",-0.00740572467060427
"695",1967-04-01,"Biens manufacturés",0.0104952294411631
"696",1967-04-01,"Biens industriels",-0.00149931849159473
"697",1967-01-01,"Biens",-0.014024727809559
"698",1967-01-01,"Biens manufacturés",0.00705849787783724
"699",1967-01-01,"Biens industriels",-0.00673556006643292
"700",1966-10-01,"Biens",-0.0114447860014188
"701",1966-10-01,"Biens manufacturés",0.00960037834003311
"702",1966-10-01,"Biens industriels",-0.00316859777725231
"703",1966-07-01,"Biens",-0.00802768831418545
"704",1966-07-01,"Biens manufacturés",0.0115367975772725
"705",1966-07-01,"Biens industriels",-0.00144209969715906
"706",1966-04-01,"Biens",-0.00753793441018111
"707",1966-04-01,"Biens manufacturés",0.0132648066568771
"708",1966-04-01,"Biens industriels",0.000538423886441508
"709",1966-01-01,"Biens",-0.00537931727917148
"710",1966-01-01,"Biens manufacturés",0.0166909657634106
"711",1966-01-01,"Biens industriels",0.00286561761600724
"712",1965-10-01,"Biens",-0.000102333196889071
"713",1965-10-01,"Biens manufacturés",0.0203131395824806
"714",1965-10-01,"Biens industriels",0.006498158002456
"715",1965-07-01,"Biens",-0.000521077588452921
"716",1965-07-01,"Biens manufacturés",0.0209473190558074
"717",1965-07-01,"Biens industriels",0.00666979313219738
"718",1965-04-01,"Biens",-0.00462274176408077
"719",1965-04-01,"Biens manufacturés",0.0176408076514346
"720",1965-04-01,"Biens industriels",0.00350690754516472
"721",1965-01-01,"Biens",-0.00363991959580594
"722",1965-01-01,"Biens manufacturés",0.0182539251371761
"723",1965-01-01,"Biens industriels",0.00499809854946488
"724",1964-10-01,"Biens",-0.00666079489155565
"725",1964-10-01,"Biens manufacturés",0.0132114939997798
"726",1964-10-01,"Biens industriels",-0.000385335241660244
"727",1964-07-01,"Biens",-0.0153647005853219
"728",1964-07-01,"Biens manufacturés",0.00928635749662314
"729",1964-07-01,"Biens industriels",-0.0039959477712742
"730",1964-04-01,"Biens",-0.0141487641487641
"731",1964-04-01,"Biens manufacturés",0.0109147609147609
"732",1964-04-01,"Biens industriels",-0.00271425271425271
"733",1964-01-01,"Biens",-0.00832063752490332
"734",1964-01-01,"Biens manufacturés",0.0174030235556076
"735",1964-01-01,"Biens industriels",0.00328137817883511
"736",1963-10-01,"Biens",-0.0093124508677511
"737",1963-10-01,"Biens manufacturés",0.0160851424079337
"738",1963-10-01,"Biens industriels",0.00253975932756848
"739",1963-07-01,"Biens",-0.00280077934729664
"740",1963-07-01,"Biens manufacturés",0.0223453482708232
"741",1963-07-01,"Biens industriels",0.00937652216268875
"742",1963-04-01,"Biens",-0.00381145978909922
"743",1963-04-01,"Biens manufacturés",0.0206454071909541
"744",1963-04-01,"Biens industriels",0.00705120060983357
"745",1963-01-01,"Biens",-0.011434794445957
"746",1963-01-01,"Biens manufacturés",0.0147699428260278
"747",1963-01-01,"Biens industriels",0.000204192757963518
"748",1962-10-01,"Biens",-0.000749318801089918
"749",1962-10-01,"Biens manufacturés",0.0241144414168937
"750",1962-10-01,"Biens industriels",0.0125340599455041
"751",1962-07-01,"Biens",-0.00209497206703911
"752",1962-07-01,"Biens manufacturés",0.025
"753",1962-07-01,"Biens industriels",0.0134776536312849
"754",1962-04-01,"Biens",0.00307692307692308
"755",1962-04-01,"Biens manufacturés",0.0289803220035778
"756",1962-04-01,"Biens industriels",0.017602862254025
"757",1962-01-01,"Biens",0.00139521221912175
"758",1962-01-01,"Biens manufacturés",0.0272433543839037
"759",1962-01-01,"Biens industriels",0.0155676310765164
"760",1961-10-01,"Biens",0.00481872418540615
"761",1961-10-01,"Biens manufacturés",0.0318953648462598
"762",1961-10-01,"Biens industriels",0.0197338228545204
"763",1961-07-01,"Biens",0.0100494621967496
"764",1961-07-01,"Biens manufacturés",0.0359582319227448
"765",1961-07-01,"Biens industriels",0.0238674727172804
"766",1961-04-01,"Biens",0.00973843058350101
"767",1961-04-01,"Biens manufacturés",0.0367002012072435
"768",1961-04-01,"Biens industriels",0.0241448692152917
"769",1961-01-01,"Biens",0.0109684757881053
"770",1961-01-01,"Biens manufacturés",0.0381052973675658
"771",1961-01-01,"Biens industriels",0.0259181020474488
"772",1960-10-01,"Biens",0.00790086493679308
"773",1960-10-01,"Biens manufacturés",0.0366766467065868
"774",1960-10-01,"Biens industriels",0.0245342648037259
"775",1960-07-01,"Biens",0.00635754852928711
"776",1960-07-01,"Biens manufacturés",0.0361108756463508
"777",1960-07-01,"Biens industriels",0.0231414766466051
"778",1960-04-01,"Biens",0.0134866430362237
"779",1960-04-01,"Biens manufacturés",0.0425347972680903
"780",1960-04-01,"Biens industriels",0.0306043053514308
"781",1960-01-01,"Biens",0.0152108165806796
"782",1960-01-01,"Biens manufacturés",0.0452766411670521
"783",1960-01-01,"Biens industriels",0.0329122931862658
"784",1959-10-01,"Biens",0.010919017288444
"785",1959-10-01,"Biens manufacturés",0.0420382165605096
"786",1959-10-01,"Biens industriels",0.0282984531392175
"787",1959-07-01,"Biens",0.012810851544838
"788",1959-07-01,"Biens manufacturés",0.0436134137151469
"789",1959-07-01,"Biens industriels",0.0303315749811605
"790",1959-04-01,"Biens",0.0072992700729927
"791",1959-04-01,"Biens manufacturés",0.0393776411832501
"792",1959-04-01,"Biens industriels",0.0255474452554745
"793",1959-01-01,"Biens",-0.00118976799524093
"794",1959-01-01,"Biens manufacturés",0.0317271465397581
"795",1959-01-01,"Biens industriels",0.0175490779298037
"796",1958-10-01,"Biens",-0.00211907164480323
"797",1958-10-01,"Biens manufacturés",0.030978809283552
"798",1958-10-01,"Biens industriels",0.0170534813319879
"799",1958-07-01,"Biens",-0.0138504155124654
"800",1958-07-01,"Biens manufacturés",0.0224684518313327
"801",1958-07-01,"Biens industriels",0.00748948394377757
"802",1958-04-01,"Biens",-0.0162788270896379
"803",1958-04-01,"Biens manufacturés",0.0202441824063446
"804",1958-04-01,"Biens industriels",0.00480016696232912
"805",1958-01-01,"Biens",-0.0146220836469197
"806",1958-01-01,"Biens manufacturés",0.0233308246425116
"807",1958-01-01,"Biens industriels",0.00731104182345984
"808",1957-10-01,"Biens",-0.0171104815864023
"809",1957-10-01,"Biens manufacturés",0.0213031161473088
"810",1957-10-01,"Biens industriels",0.00475920679886686
"811",1957-07-01,"Biens",-0.0196771532932721
"812",1957-07-01,"Biens manufacturés",0.0177919170496053
"813",1957-07-01,"Biens industriels",0.000706963591375044
"814",1957-04-01,"Biens",-0.0225424981522542
"815",1957-04-01,"Biens manufacturés",0.0172456270017246
"816",1957-04-01,"Biens industriels",-0.0013550135501355
"817",1957-01-01,"Biens",-0.0204722431549862
"818",1957-01-01,"Biens manufacturés",0.0200954534036674
"819",1957-01-01,"Biens industriels",0.00150715900527506
"820",1956-10-01,"Biens",-0.0232979549572871
"821",1956-10-01,"Biens manufacturés",0.0160497023039089
"822",1956-10-01,"Biens industriels",0.000517732332384157
"823",1956-07-01,"Biens",-0.0225020091079561
"824",1956-07-01,"Biens manufacturés",0.0198231984998661
"825",1956-07-01,"Biens industriels",0.00308063219930351
"826",1956-04-01,"Biens",-0.0172579098753595
"827",1956-04-01,"Biens manufacturés",0.0228735789617861
"828",1956-04-01,"Biens industriels",0.00767018216682646
"829",1956-01-01,"Biens",-0.013471355643789
"830",1956-01-01,"Biens manufacturés",0.0215541690300624
"831",1956-01-01,"Biens industriels",0.0080828133862734
"832",1955-10-01,"Biens",-0.00649444364266128
"833",1955-10-01,"Biens manufacturés",0.0269880213595035
"834",1955-10-01,"Biens industriels",0.0127002453456487
"835",1955-07-01,"Biens",0.000295508274231678
"836",1955-07-01,"Biens manufacturés",0.0333924349881797
"837",1955-07-01,"Biens industriels",0.0200945626477541
"838",1955-04-01,"Biens",0.00226176115802171
"839",1955-04-01,"Biens manufacturés",0.0357358262967431
"840",1955-04-01,"Biens industriels",0.0221652593486128
"841",1955-01-01,"Biens",0.00355322107214584
"842",1955-01-01,"Biens manufacturés",0.0370770894484783
"843",1955-01-01,"Biens industriels",0.0241001081415109
"844",1954-10-01,"Biens",0.00298132747528636
"845",1954-10-01,"Biens manufacturés",0.0370312254825043
"846",1954-10-01,"Biens industriels",0.0241644437470579
"847",1954-07-01,"Biens",0.00189693329117926
"848",1954-07-01,"Biens manufacturés",0.0390452102434398
"849",1954-07-01,"Biens industriels",0.0252924438823901
"850",1954-04-01,"Biens",-0.00064609917622355
"851",1954-04-01,"Biens manufacturés",0.0363430786625747
"852",1954-04-01,"Biens industriels",0.0230980455499919
"853",1954-01-01,"Biens",0.000331510028178352
"854",1954-01-01,"Biens manufacturés",0.0384551632686889
"855",1954-01-01,"Biens industriels",0.0242002320570197
"856",1953-10-01,"Biens",0.00267513793679987
"857",1953-10-01,"Biens manufacturés",0.039458284567798
"858",1953-10-01,"Biens industriels",0.0269185754890487
"859",1953-07-01,"Biens",-0.00560938296787353
"860",1953-07-01,"Biens manufacturés",0.0336562978072412
"861",1953-07-01,"Biens industriels",0.0198878123406425
"862",1953-04-01,"Biens",0.000171203561034069
"863",1953-04-01,"Biens manufacturés",0.0385208012326656
"864",1953-04-01,"Biens industriels",0.0249957199109741
"865",1953-01-01,"Biens",-0.00557394182198223
"866",1953-01-01,"Biens manufacturés",0.0355338791151367
"867",1953-01-01,"Biens industriels",0.0205539104685595
"868",1952-10-01,"Biens",-0.00666315974048746
"869",1952-10-01,"Biens manufacturés",0.0364720322637208
"870",1952-10-01,"Biens industriels",0.0194634402945818
"871",1952-07-01,"Biens",-0.00840336134453781
"872",1952-07-01,"Biens manufacturés",0.0350140056022409
"873",1952-07-01,"Biens industriels",0.0176820728291317
"874",1952-04-01,"Biens",-0.0159070598748883
"875",1952-04-01,"Biens manufacturés",0.0336014298480786
"876",1952-04-01,"Biens industriels",0.0137622877569258
"877",1952-01-01,"Biens",-0.0229578216764549
"878",1952-01-01,"Biens manufacturés",0.0270510767040399
"879",1952-01-01,"Biens industriels",0.00783057483537996
"880",1951-10-01,"Biens",-0.0232296740352192
"881",1951-10-01,"Biens manufacturés",0.0322218059198202
"882",1951-10-01,"Biens industriels",0.0121768452603972
"883",1951-07-01,"Biens",-0.0139253279515641
"884",1951-07-01,"Biens manufacturés",0.0419778002018163
"885",1951-07-01,"Biens industriels",0.0215943491422805
"886",1951-04-01,"Biens",-0.00866624392306066
"887",1951-04-01,"Biens manufacturés",0.0429084760093004
"888",1951-04-01,"Biens industriels",0.0264214753751849
"889",1951-01-01,"Biens",0.000913659205116492
"890",1951-01-01,"Biens manufacturés",0.0495660118775697
"891",1951-01-01,"Biens industriels",0.035404294198264
"892",1950-10-01,"Biens",0.00700313933832408
"893",1950-10-01,"Biens manufacturés",0.0528857763825163
"894",1950-10-01,"Biens industriels",0.0383965225790872
"895",1950-07-01,"Biens",0.00126230749810654
"896",1950-07-01,"Biens manufacturés",0.0444332239333502
"897",1950-07-01,"Biens industriels",0.0320626104519061
"898",1950-04-01,"Biens",-0.00186915887850467
"899",1950-04-01,"Biens manufacturés",0.0416555407209613
"900",1950-04-01,"Biens industriels",0.0280373831775701
"901",1950-01-01,"Biens",-0.0134907251264755
"902",1950-01-01,"Biens manufacturés",0.0356942102304666
"903",1950-01-01,"Biens industriels",0.0196739741427768
"904",1949-10-01,"Biens",-0.00966325036603221
"905",1949-10-01,"Biens manufacturés",0.0348462664714495
"906",1949-10-01,"Biens industriels",0.0184480234260615
"907",1949-07-01,"Biens",-0.0186578393018357
"908",1949-07-01,"Biens manufacturés",0.0309960878724045
"909",1949-07-01,"Biens industriels",0.0129401143544989
"910",1949-04-01,"Biens",-0.0192486805339957
"911",1949-04-01,"Biens manufacturés",0.0310462589257994
"912",1949-04-01,"Biens industriels",0.0111766532132878
"913",1949-01-01,"Biens",-0.0229415461973601
"914",1949-01-01,"Biens manufacturés",0.0285983658076681
"915",1949-01-01,"Biens industriels",0.00785669390320553
